Time(ms),Ax(g),Ay(g),Az(g)
99775,0.896,0.358,0.860
99976,0.865,0.595,0.686
100177,1.070,0.667,0.680
100378,0.992,0.659,0.574
100579,0.607,0.213,0.449
100780,0.504,0.477,0.739
100981,0.339,0.479,0.858
101182,0.345,0.592,1.043
101383,0.330,0.363,1.234
101584,0.076,0.086,1.598
101785,0.166,0.158,1.639
101986,0.332,0.187,1.567
102187,0.694,0.174,1.116
102388,0.912,0.515,0.879
102589,0.725,0.143,0.461
102790,0.737,-0.139,0.298
102991,0.759,0.039,0.273
103192,0.487,-0.045,0.387
103393,0.429,0.172,0.604
103594,-0.109,-0.218,0.914
103795,-0.325,-0.176,1.087
103996,-0.082,0.277,1.441
104197,-0.062,0.375,1.477
104398,-0.049,0.323,1.625
104599,0.205,0.023,1.648
104800,0.740,0.346,0.862
105001,0.762,0.200,0.759
105202,0.857,0.078,0.503
105403,0.729,0.075,0.335
105604,0.683,-0.068,0.360
105805,0.434,-0.685,0.435
106006,0.247,-0.375,0.665
106207,-0.132,-0.337,0.874
106408,-0.208,0.012,1.058
106609,-0.113,0.297,1.246
106810,-0.435,-0.284,1.970
107011,-0.241,-0.015,1.909
107212,0.003,0.276,1.580
107413,0.682,0.285,1.255
107614,0.899,0.448,0.851
107815,0.642,-0.323,0.155
108016,0.641,-0.617,0.231
108217,0.695,-0.586,0.174
108418,0.586,-0.460,0.237
108619,0.179,-0.490,0.418
108820,0.130,-0.398,1.206
109021,-0.112,-0.323,1.271
109222,-0.443,-0.332,1.601
109423,-0.447,-0.198,1.614
109624,-0.280,0.294,1.607
109825,-0.419,-0.431,1.630
110026,0.179,-0.107,1.158
110227,0.485,-0.052,0.392
110428,0.642,-0.367,0.326
110629,0.584,-0.248,0.240
110830,0.822,-0.376,0.329
111031,0.689,-0.646,0.388
111232,0.457,-0.523,0.572
111433,0.150,-0.315,0.830
111634,-0.175,-0.303,1.061
111835,-0.320,-0.484,1.646
112036,-0.520,-0.185,1.596
112237,-0.494,-0.284,1.828
112438,-0.139,0.283,1.664
112639,0.185,0.376,1.578
112840,0.767,0.455,1.110
113041,0.566,-0.342,0.186
113242,0.537,-0.279,0.077
113443,0.598,-0.580,0.138
113644,0.636,-0.415,0.057
113845,0.299,-0.196,0.152
114046,0.200,-0.555,0.967
114247,-0.011,-0.148,1.050
114448,-0.397,-0.271,1.101
114649,-0.191,0.048,1.453
114850,-0.163,0.340,1.585
115051,-0.432,0.034,1.750
115252,0.035,0.048,1.608
115453,0.686,0.432,1.065
115654,1.011,0.462,0.780
115855,0.951,0.329,0.663
116056,0.640,-0.304,0.100
116257,0.582,-0.513,0.056
116458,0.392,-0.553,0.207
116659,0.170,-0.404,0.349
116860,-0.029,0.165,0.745
117061,-0.382,-0.466,1.288
117262,-0.201,0.021,1.336
117463,-0.117,0.289,1.644
117664,-0.052,0.022,1.736
117865,0.147,0.296,1.626
118066,0.548,0.174,1.032
118267,0.928,0.207,0.731
118468,0.858,0.193,0.526
118669,0.839,0.251,0.425
118870,0.764,0.089,0.318
119071,0.688,-0.287,0.295
119272,0.136,-0.591,0.448
119473,-0.168,-0.195,0.733
119674,-0.110,-0.023,0.866
119875,0.078,0.680,1.255
120076,-0.328,0.006,1.836
120277,-0.209,0.246,1.676
120478,0.044,0.437,1.803
120679,0.243,0.123,1.515
120880,0.846,0.784,0.804
121081,1.003,0.596,0.744
121282,0.654,-0.076,0.352
121483,0.616,-0.106,0.062
121684,0.494,0.111,0.194
121885,0.323,0.071,0.421
122086,0.183,0.463,0.469
122287,-0.193,-0.186,0.978
122488,-0.022,0.289,1.199
122689,0.003,0.765,1.303
122890,-0.095,0.448,1.364
123091,0.054,-0.217,1.487
123292,0.156,0.507,1.621
123493,0.716,0.450,1.187
123694,0.839,0.580,0.906
123895,0.986,1.018,0.767
124096,1.014,0.712,0.734
124297,0.387,-0.230,0.054
124498,0.300,-0.171,0.019
124699,0.126,0.132,0.440
124900,0.144,0.508,0.697
125101,0.260,0.697,0.741
125302,-0.021,0.401,1.316
125503,-0.144,0.462,1.336
125704,-0.008,0.646,1.533
125905,0.052,0.319,1.635
126106,0.043,-0.144,1.610
126307,0.826,0.837,0.997
126508,0.948,0.562,0.803
126709,0.911,0.833,0.815
126910,0.992,0.887,0.751
127111,0.847,0.956,0.750
127312,0.157,0.017,0.322
127513,0.136,0.336,0.484
127714,0.338,0.616,0.819
127915,0.306,0.868,0.822
128116,0.273,0.750,1.084
128317,-0.028,0.476,1.369
128518,0.125,0.203,1.592
128719,-0.076,0.204,1.762
128920,-0.005,-0.108,1.687
129121,0.332,0.007,1.441
129322,0.795,0.001,1.250
129523,0.973,0.788,0.740
129724,0.878,0.843,0.733
129925,0.920,0.910,0.786
130126,0.856,0.887,0.546
130327,0.946,0.970,0.579
130528,0.329,0.833,0.791
130729,0.373,0.635,0.880
130930,0.298,0.398,0.989
131131,-0.043,-0.076,0.904
131332,-0.282,0.086,0.773
131533,-0.245,-0.002,1.560
131734,-0.128,-0.359,1.673
131935,0.236,-0.082,1.511
132136,0.664,-0.106,1.431
132337,0.741,-0.382,1.260
132538,0.941,0.668,0.674
132739,1.007,0.835,0.680
132940,1.104,0.345,0.668
133141,1.105,0.158,0.512
133342,0.916,0.024,0.376
133543,0.371,0.052,0.836
133744,0.011,-0.054,0.609
133945,-0.130,0.360,0.815
134146,-0.248,0.015,1.091
134347,-0.463,0.499,1.524
134548,-0.417,-0.218,1.682
134749,0.080,-0.641,1.469
134950,0.511,-0.231,1.096
135151,0.581,-0.327,0.982
135352,0.598,-0.583,0.730
135553,1.136,0.361,0.735
135754,1.276,0.286,0.679
135955,0.998,-0.306,0.456
136156,0.684,-0.004,0.012
136357,0.691,-0.039,0.414
136558,-0.098,-0.057,0.651
136759,-0.103,0.577,0.843
136960,-0.139,0.210,1.636
137161,-0.875,0.231,1.941
137362,-0.839,0.191,1.821
137563,-0.755,-0.251,1.623
137764,0.242,-0.518,0.911
137965,0.281,-0.278,0.593
138166,0.411,-0.594,0.306
138367,0.435,-0.379,0.148
138568,0.776,-0.153,0.051
138769,0.848,-0.308,0.250
138970,0.693,0.085,0.272
139171,0.776,0.192,0.632
139372,0.452,-0.332,0.726
139580,0.692,0.477,0.662
139781,0.116,0.879,0.390
139982,0.033,0.529,0.390
140183,-0.146,0.561,0.488
140384,-0.300,1.113,0.804
140585,-0.407,0.313,0.991
140786,-0.847,0.076,1.970
140987,-1.226,0.657,1.954
141188,-0.944,0.156,1.892
141389,-0.761,0.428,1.605
141590,-0.293,0.521,1.678
141791,0.119,0.442,0.647
141992,0.259,0.482,0.666
142193,0.435,0.835,0.750
142394,0.644,-0.007,0.581
142595,0.725,0.271,0.487
142796,-0.229,1.107,0.600
142997,-0.330,0.418,0.665
143198,-0.470,0.733,0.837
143399,-0.688,0.736,1.242
143600,-0.638,0.117,1.198
143801,-0.659,0.208,1.540
144002,-0.747,0.789,1.745
144203,-0.302,0.152,1.479
144404,-0.055,0.426,1.425
144605,0.086,0.314,1.288
144806,0.291,-0.436,0.885
145007,0.570,0.601,0.557
145208,0.556,0.659,0.667
145409,0.501,0.161,0.525
145610,0.245,0.479,0.525
145811,0.086,0.587,0.793
146012,-0.738,0.297,1.687
146213,-0.872,0.479,1.436
146414,-1.163,0.583,1.771
146615,-0.923,0.014,1.755
146816,-0.657,0.237,1.937
147017,-0.029,0.815,1.289
147218,0.248,0.105,1.007
147419,0.262,0.294,0.860
147620,0.482,0.420,0.693
147821,0.702,-0.366,0.384
148022,0.200,0.724,0.519
148223,0.102,0.816,0.669
148424,-0.106,0.428,0.698
148625,-0.215,0.625,1.028
148826,-0.292,0.603,1.163
149027,-1.000,0.038,1.843
149228,-0.993,0.466,1.759
149429,-0.557,0.618,1.766
149630,-0.330,0.084,1.809
149831,-0.157,0.281,1.522
150032,0.302,0.487,0.857
150233,0.568,0.185,0.719
150434,0.740,0.372,0.533
150636,-0.109,0.919,0.475
150837,-0.223,0.434,0.555
151038,-0.795,-0.109,1.970
151239,-1.424,0.442,1.970
151440,-1.370,0.143,1.970
151641,-1.254,0.108,1.970
151842,-0.864,0.518,1.823
152043,0.192,0.070,1.429
152244,0.215,-0.143,0.879
152445,0.181,0.526,0.550
152646,0.161,0.177,0.765
152847,0.488,0.589,0.612
153048,0.555,0.328,0.635
153249,-0.296,0.376,0.625
153450,-0.388,0.605,0.890
153651,-0.482,0.854,1.101
153852,-0.889,0.527,1.619
154053,-0.941,0.633,1.717
154254,-1.263,0.222,1.970
154455,-0.589,-0.046,1.970
154656,-0.218,0.264,1.379
154857,-0.194,0.409,1.244
155058,0.002,0.442,1.014
155259,0.171,0.155,0.366
155460,0.308,0.458,0.480
155661,0.149,0.196,0.487
155862,0.021,0.703,0.440
156063,-0.121,0.636,0.565
156264,-0.594,-0.128,1.970
156465,-1.316,0.125,1.970
156666,-1.441,0.283,1.970
156867,-1.365,-0.095,1.970
157068,-1.024,0.255,1.970
157269,0.282,0.055,1.515
157470,0.424,-0.328,1.164
157671,0.209,0.027,0.486
157872,0.160,0.327,0.529
158073,0.208,0.140,0.503
158274,0.060,-0.236,0.706
158475,-0.357,0.422,0.916
158676,-0.335,-0.194,1.442
158877,-0.646,0.286,1.753
159078,-1.075,0.306,1.970
159279,-1.391,-0.165,1.970
159480,-0.483,-0.202,1.970
159681,-0.207,0.097,1.970
159882,0.546,-0.338,1.547
160083,0.494,-0.163,0.969
160284,0.105,0.100,0.594
160485,0.735,-0.405,0.873
160686,0.519,-0.195,0.765
160887,0.076,-0.052,0.768
161088,-0.148,-0.403,1.222
161289,-0.299,0.145,1.516
161490,-1.577,0.062,1.970
161691,-1.348,0.003,1.970
161892,-0.804,0.057,1.970
162093,-0.478,0.093,1.913
162294,0.062,0.032,1.547
162495,0.365,0.357,0.358
162696,0.407,0.519,0.347
162897,0.512,0.552,0.413
163098,0.710,0.309,0.713
163299,0.561,0.229,1.033
163500,-0.177,0.822,1.062
163701,-1.450,0.611,1.970
163902,-1.791,0.682,1.970
164103,-1.623,0.615,1.970
164304,-0.918,0.096,1.894
164505,0.228,-0.148,0.445
164706,0.218,-0.133,0.302
164907,0.371,-0.358,0.252
165108,0.361,-0.078,0.133
165309,0.352,0.106,0.117
165510,0.291,0.276,0.242
165711,-0.251,-0.270,0.536
165912,-0.524,-0.263,0.756
166113,-0.909,-0.244,1.282
166314,-1.572,0.107,1.725
166515,-1.349,-0.233,1.640
166716,0.457,-0.917,0.678
166917,0.670,-0.382,0.427
167118,0.771,-0.333,0.430
167319,0.819,-0.521,0.395
167520,0.762,-0.063,0.446
167721,0.331,-0.051,0.622
167922,0.172,-0.112,0.882
168123,0.032,-0.223,1.176
168324,-0.000,-0.225,1.499
168525,-0.485,-0.662,1.724
168726,-0.496,-0.052,1.920
168927,0.368,0.389,1.208
169128,0.715,0.223,0.682
169329,1.007,-0.089,0.664
169530,0.839,0.451,0.471
169731,0.462,0.729,0.235
169932,0.354,0.309,0.421
170133,0.012,0.839,0.733
170334,-0.099,0.993,1.152
170535,-0.583,0.638,1.531
170736,-1.434,-0.078,1.970
170937,-0.869,0.065,1.928
171138,-0.494,0.032,1.530
171339,0.086,0.000,1.087
171540,0.094,0.409,0.610
171741,0.768,0.167,0.475
171942,0.600,-0.093,0.274
172143,0.502,0.294,0.575
172344,0.078,0.212,0.781
172545,-0.105,-0.045,0.952
172747,-0.329,-0.530,1.970
172948,0.233,-0.324,1.417
173149,0.687,-0.278,0.985
173350,0.951,-0.409,0.625
173551,1.027,-0.097,0.346
173752,1.191,-0.406,0.200
173953,0.871,-0.491,0.240
174154,0.579,-0.248,0.515
174355,0.163,-0.520,0.977
174556,-0.282,-0.340,1.591
174757,-0.596,0.049,1.970
174958,-0.455,-0.099,1.252
175159,-0.113,-0.343,0.754
175360,0.114,-0.492,0.492
175561,0.250,-0.254,0.167
175762,0.571,-0.490,-0.002
175963,1.066,-0.142,0.479
176164,0.725,0.051,0.320
176365,0.313,0.058,0.499
176566,-0.045,-0.098,0.656
176767,-0.281,0.607,0.820
176968,-0.315,-0.037,1.468
177169,0.549,-0.017,1.274
177370,0.701,0.394,0.982
177571,0.827,0.768,0.780
