Time(ms),Ax(g),Ay(g),Az(g)
76541,0.042,-1.367,1.569
76642,0.187,-2.000,1.425
76743,1.613,-0.960,1.063
76844,1.631,1.490,1.038
76945,0.725,0.916,0.532
77046,0.567,-0.430,0.122
77147,0.551,-0.441,0.069
77248,0.681,-0.522,-0.464
77349,-0.414,0.000,-0.585
77450,-1.364,1.906,1.145
77551,-1.980,2.000,1.970
77652,-1.980,1.433,1.970
77753,-1.980,-0.205,1.970
77854,0.686,-1.568,-0.046
77955,1.364,0.690,0.216
78056,0.788,2.000,0.668
78157,0.361,0.530,0.366
78258,-0.313,-2.000,0.275
78359,0.895,0.096,1.893
78460,0.075,1.600,1.516
78561,-0.037,-0.260,1.766
78662,0.134,-2.000,1.659
78763,1.615,-0.514,1.271
78864,0.947,1.387,1.200
78965,0.261,1.439,1.491
79066,0.051,-0.282,0.315
79167,0.315,-0.645,-0.213
79268,0.425,-0.991,-0.456
79369,-1.137,-0.755,-0.127
79470,-1.264,1.403,0.879
79571,-1.980,2.000,1.970
79672,-1.980,1.004,1.970
79773,-0.588,-0.684,1.223
79874,0.548,-1.601,0.099
79975,1.204,-0.444,0.192
80076,1.272,2.000,0.291
80177,-0.205,0.616,0.686
80278,-0.225,-1.995,0.752
80379,1.064,-0.883,1.380
80480,0.357,1.285,1.276
80581,0.189,1.250,1.096
80682,-0.051,-0.844,1.590
80783,0.372,-2.000,1.357
80884,1.270,-0.383,1.970
80985,1.314,1.157,1.851
81086,0.375,1.354,1.374
81187,-0.004,0.391,0.479
81288,0.854,0.040,-0.370
81389,0.654,-0.173,0.358
81490,-0.970,-0.780,0.394
81591,-1.980,0.277,1.720
81692,-1.980,2.000,1.970
81793,-1.980,2.000,1.970
81894,-1.038,1.135,1.970
81995,0.218,-0.319,0.364
82096,0.715,0.045,0.019
82197,1.115,2.000,0.329
82298,0.645,-1.156,-0.282
82399,1.579,-2.000,0.284
82500,1.287,-2.000,0.471
82601,0.778,0.622,1.249
82702,-0.070,0.637,1.268
82803,-0.190,0.396,1.428
82904,0.331,-2.000,1.579
83005,0.957,-2.000,1.278
83106,1.346,0.188,1.397
83207,0.752,0.585,-0.285
83308,0.634,-0.129,-0.397
83409,0.545,-0.562,-0.528
83510,1.126,-0.195,0.799
83611,-0.371,-0.706,0.558
83712,-1.884,-1.572,0.927
83813,-1.980,1.110,1.970
83914,-1.980,2.000,1.970
84015,-1.980,1.381,1.970
84116,-1.980,0.021,1.970
84217,1.024,0.554,0.324
84318,1.105,1.843,0.333
84419,0.820,1.197,-0.121
84520,0.441,-1.114,-0.734
84621,0.381,-2.000,0.458
84722,1.391,-2.000,0.879
84823,0.840,-0.221,1.643
84924,-0.068,1.085,1.392
85025,0.140,-0.623,1.478
85126,0.268,-2.000,1.000
85227,1.786,2.000,0.989
85328,1.158,0.591,0.078
85429,0.877,-0.030,-0.076
85530,0.891,-0.234,-0.240
85631,0.919,-0.325,0.064
85732,0.366,-0.796,-0.277
85833,-0.850,-0.855,-0.294
85934,-1.108,1.782,0.575
86035,-1.980,2.000,1.970
86136,-1.980,1.257,1.970
86237,0.928,-0.521,1.234
86338,1.001,1.337,0.123
86439,1.260,2.000,0.133
86540,0.602,-0.117,-0.495
86641,0.743,-2.000,0.137
86742,1.367,-2.000,0.801
86843,1.019,0.486,1.659
86944,-0.163,1.287,1.657
87045,0.178,-1.008,1.802
87146,1.048,-2.000,1.521
87247,1.132,1.260,0.449
87348,0.499,-0.073,-0.294
87449,0.693,-0.671,-0.342
87550,0.888,0.019,-0.193
87651,0.393,-0.155,0.215
87752,-1.091,-1.537,0.118
87853,-1.613,1.438,1.555
87954,-1.980,2.000,1.970
88055,-1.980,0.702,1.970
88156,-1.980,-0.356,1.970
88257,1.337,1.701,0.110
88358,1.502,2.000,0.230
88459,0.663,-0.624,-0.806
88560,0.755,-2.000,-0.447
88661,0.846,-2.000,1.094
88762,1.276,-1.857,1.122
88863,0.594,0.624,1.362
88964,-0.236,0.850,1.369
